1435131470967;0.70607877;5.8447633;9.845877;
1435131476163;-0.35303938;5.0994577;8.119906;
1435131481362;-0.0392266;4.903325;8.8652115;
1435131486562;-0.0392266;3.8834333;10.512729;
1435131491762;-0.2745862;4.589512;9.375157;
1435131496763;0.19613299;3.5303938;8.669079;
1435131501763;0.4707192;3.80498;7.6491866;
1435131506962;0.1176798;4.0403395;8.041452;
1435131512163;-0.2745862;5.3348174;9.610517;
1435131517362;-0.19613299;3.4911673;8.237586;
1435131522562;0.2353596;4.3149257;10.395049;
1435131527763;-0.19613299;3.8834333;8.629851;
1435131532962;-0.4314926;4.1580195;8.433719;
1435131538162;-0.5491724;4.903325;10.708861;
1435131543362;0.78453195;3.5303938;9.963556;
1435131548563;0.1569064;4.393379;8.119906;
1435131553762;-0.0784532;3.9226599;8.472945;
1435131558963;0.35303938;4.001113;9.218251;
1435131564162;0.1176798;3.5696206;9.335931;
1435131814160;0.3138128;4.0403395;10.591182;
1435131819283;-0.0;4.903325;9.100571;
1435131824284;0.4707192;4.785645;8.159133;
1435131829481;0.4707192;4.7464185;9.57129;
1435131834682;-0.78453195;5.1386843;8.8652115;
1435131839691;0.19613299;4.1580195;8.276813;
1435131844892;0.1176798;4.118793;7.963;
1435131850091;-0.39226598;3.6873002;8.237586;
1435131855291;-0.2745862;3.1381278;8.237586;
1435131860491;-0.0392266;3.412714;7.453054;
1435131865691;-0.35303938;3.8834333;9.68897;
1435131870694;0.3138128;4.197246;11.6503;
1435131875894;0.70607877;4.3541527;10.473502;
1435131881092;-0.78453195;3.4911673;8.786758;
1435131886094;-0.78453195;3.4911673;7.923773;
1435131891294;-0.0;2.5497289;10.159689;
1435131896493;0.1176798;4.001113;7.7668667;
1435131901694;-0.4707192;4.511059;9.845877;
1435132199371;-0.2745862;5.5309505;7.531507;
1435132204382;0.39226598;5.8055367;6.00167;
1435132209382;-0.5099458;4.7464185;9.257478;
1435132214581;0.2353596;3.5303938;8.119906;
1435132219582;-0.5099458;3.0596747;8.276813;
1435132224782;-0.5491724;3.412714;8.394492;
1435132229982;-0.6276256;3.6088471;7.8453197;
1435132235182;-0.1569064;3.0596747;8.159133;
1435132240381;-1.2552512;5.0994577;10.983448;
1435132245582;-1.4906107;3.726527;10.512729;
1435132250782;-0.19613299;2.2751427;8.316039;
1435132255982;-0.98066497;2.6281822;8.669079;
1435132261182;-0.0784532;3.5696206;10.748088;
1435132266182;-0.588399;3.8442068;8.551398;
1435132271381;0.588399;3.7657535;7.256921;
1435132276582;-0.6276256;3.2950344;8.472945;
1435132281782;0.78453195;3.1381278;9.92433;
1435132286982;-0.4314926;3.0989013;10.8657675;
1435132292182;-0.1569064;2.7850885;11.375713;
1435132297382;-0.2745862;4.275699;9.963556;
1435132302581;-0.2353596;4.5502853;7.2176943;
1435132307583;0.1176798;6.080123;10.277369;
1435132312782;0.1176798;5.491724;10.591182;
1435132317981;0.70607877;6.9038815;8.982891;
1435132323182;0.9414384;6.0408964;9.139797;
1435132328184;0.2353596;4.7464185;8.747532;
1435132386103;0.0784532;6.1193495;7.923773;
1435132391303;1.5690639;5.060231;9.022118;
