1435055547598;0.25453186;5.432495;9.758209;0.10359359;0.32444143;1.9432778;0.3771515;-0.39048767;0.35150146;-21.871948;3.930664;-19.837952;0
1435055557598;0.7377472;3.7281494;8.484711;0.365099;-0.4678359;0.07757568;0.21266174;-0.17686462;0.07272339;-18.79425;39.990234;-31.77185;0
1435055567598;0.6282501;4.297058;5.7948914;0.19975048;-0.5381303;-2.2458916;0.08555603;-0.013442993;-0.144104;-49.22943;4.776001;-34.910583;0
1435055577600;0.6568146;5.227783;6.4875793;0.4038441;0.4151826;-1.522809;0.007583618;-0.07752991;-0.11740112;-11.296082;-17.791748;-14.517212;0
1435055587599;0.14265442;5.630066;9.491608;-0.26181158;0.7262006;1.5404215;0.14750671;-0.597702;-0.060791016;-37.94403;7.6644897;-22.538757;0
1435055597599;0.3426056;3.790039;10.208099;-0.40908605;-1.1799297;2.2661204;-0.85331726;-0.16191101;-0.5991211;-31.848145;1.2329102;-19.213867;0
1435055607598;0.066482544;5.3206177;8.132416;0.39210686;0.89051056;-0.09270668;0.19984436;-0.64042664;-0.10031128;21.646118;14.225769;-17.06543;0
1435055617598;-0.004928589;3.1140137;10.700836;-0.08778416;-1.078659;2.264553;0.79371643;-0.24308777;0.19021606;27.435303;9.048462;-24.238586;0
1435055627600;1.0114899;4.8754883;6.3852234;0.2664296;-0.52994156;-1.260972;0.008651733;-0.009170532;-0.20605469;3.7155151;-12.731934;1.0696411;0
1435055637599;-0.009689331;4.0304565;5.580658;0.15106885;-1.3157616;-2.2120051;0.28315735;0.09550476;0.053497314;-24.423218;35.31952;-31.77185;0
1435055647619;0.98768616;5.496765;8.251434;1.1081169;0.03796482;0.60222006;0.19770813;0.34223938;-0.015930176;1.2268066;32.62024;-49.287415;0
1435055657598;-0.12870789;5.5039063;8.199066;-0.5994754;0.12470341;0.578671;-0.04902649;-0.085006714;0.041748047;33.650208;3.7628174;-33.63495;0
1435055667598;0.4901886;4.2994385;8.339508;0.04750657;-0.80761623;0.45300627;0.20625305;0.07948303;0.18701172;10.975647;-9.899902;-6.512451;0
1435055677599;0.095047;4.8207397;9.665375;0.27038145;-0.18857288;1.7182527;-0.31819153;-0.43748474;-0.07254028;8.364868;9.09729;-37.339783;0
1435055687598;-1.2879486;3.9019165;8.4513855;-0.975549;-0.49282026;0.13820648;0.07914734;0.2450409;0.24575806;-28.979492;28.063965;-27.31018;0
1435055697598;-0.56669617;3.0997314;6.3233337;-0.52914274;0.022535324;-2.365899;0.733902;0.094436646;-0.03302002;-30.804443;2.3208618;-12.04834;0
1435055707599;-0.533371;4.1137695;7.96579;0.23576242;0.18742418;-0.47544384;-0.24128723;-0.052963257;-0.22421265;-24.255371;-4.673767;-8.804321;0
1435055717598;-0.7023773;3.8828735;8.922699;-0.1027832;0.04689789;0.4010992;-0.06611633;-0.087142944;0.025726318;-22.236633;-6.3552856;-7.130432;0
1435055727598;-0.038253784;3.706726;8.953644;0.18489045;-0.075531006;0.3608923;-0.12272644;-0.17259216;-0.23275757;-23.294067;-4.76532;-8.192444;0
1435055737598;0.72584534;4.6469727;8.344269;0.5206077;0.08248186;0.15471077;0.043899536;0.18309021;0.04815674;-22.537231;-4.7668457;-4.0267944;0
