1435129678536;-4.597;0.766;8.734;
1435129683693;-0.153;1.225;9.807;
1435129688894;0.459;2.758;8.121;
1435129694094;-4.903;2.911;13.178;
1435129699296;0.306;0.766;11.799;
1435129704495;-0.919;4.903;7.202;
1435129709506;-0.459;3.371;9.347;
1435129714518;0.919;3.371;6.282;
1435129719714;-0.612;2.911;8.427;
1435129724914;-1.072;3.217;8.734;
1435129730114;-1.072;3.371;8.274;
1435129735313;2.298;3.064;10.573;
1435129740404;1.532;5.822;5.822;
1435129745444;-1.685;2.298;7.048;
1435129750644;1.379;3.064;10.573;
1435129755844;-0.612;2.911;6.895;
1435129761043;-0.306;3.984;7.048;
1435129766243;-2.758;2.911;15.323;
1435129771263;-0.612;3.217;7.508;
1435129776303;-1.379;2.604;12.718;
1435129781338;1.685;1.685;19.46;
1435129786449;-1.379;5.056;8.427;
1435129791459;-2.298;3.677;12.258;
1435129796469;1.532;3.83;13.791;
1435129801589;0.306;3.064;7.508;
1435129806789;-0.919;5.669;8.274;
1435129811989;1.225;3.984;4.443;
1435129817113;0.0;6.129;11.339;
1435129822313;-1.838;4.137;8.581;
1435129827513;-2.451;2.758;12.718;
1435129832713;-1.379;4.75;6.742;
1435129837913;-0.919;4.903;15.936;
1435129843113;-1.072;3.217;11.492;
1435129848143;-0.919;-2.758;5.363;
1435129853343;-0.459;4.137;6.589;
1435129858543;0.766;6.589;9.04;
1435129863743;-1.685;6.742;10.573;
1435129868944;-3.677;5.056;12.105;
1435129873954;-2.758;3.371;8.274;
1435129879153;-1.992;3.83;8.274;
1435129884173;0.612;3.371;5.516;
1435129896345;-0.459;4.137;9.194;
1435129901425;-0.919;4.903;7.355;
1435129907340;-1.532;5.669;11.492;
1435129912419;-2.145;5.209;12.565;
1435129917419;1.072;3.524;5.669;
